job_key,job_description,ats_score,ats_score_explanation,relevance_explanation,relevance_score,selection_chance
job_8,"Job Summary: Quant Developer
Quant Developer
OptimusPrime Securities and Research LLP
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Description: Quant Developer




Job Summary




As a Quant Developer at OptimusPrime Research, you will work closely with quantitative researchers and traders to design, implement, and optimize high-performance trading algorithms and analytical tools. You will play a key role in bridging the gap between research and production, ensuring that our strategies are robust, scalable, and efficient.




Key Responsibilities




 Collaborate with quantitative researchers to implement and optimize trading strategies and models.

 Develop and maintain high-performance, low-latency trading systems and infrastructure.

 Design and implement tools for data analysis, back testing, and simulation of trading strategies.

 Work with large datasets to build and improve data pipelines for research and production.

 Ensure code quality, reliability, and scalability through rigorous testing and code reviews.

 Stay up-to-date with the latest technologies and methodologies in quantitative finance and software development.

 Troubleshoot and resolve issues in real-time trading environments.




Qualifications




o Bachelors, Masters, or PhD in Computer Science, Mathematics, Physics, Engineering, or a related field.

o 2+ years of experience in software development

o Strong programming skills in C++. Experience with Python libraries (e.g., NumPy, pandas, scikit-learn) is a plus.

o Experience with high-performance computing, parallel processing, and low-latency systems.

o Familiarity with financial markets, trading concepts, and quantitative finance.

o Strong problem-solving and analytical skills.

o Excellent communication and collaboration abilities.

o Ability to work in a fast-paced, dynamic environment.",7,"The profile contains many relevant keywords like Python, Pandas, PySpark, SQL, Flask, Django, Azure, GCP, and data engineering concepts. However, the absence of C++ and explicit mention of quantitative finance or trading systems will likely cause the ATS to score this profile lower than a candidate with direct experience in those areas.","Piyush has a strong software development background with experience in Python, data engineering, and cloud platforms, which are valuable. However, the job specifically requires C++ and familiarity with quantitative finance, which are not explicitly highlighted in Piyush's profile. The focus on trading algorithms and low-latency systems is also a gap.",6,6
job_10,"Job Summary: Software Development Engineer II (BFSI)
Software Development Engineer II (BFSI) with verification
Rupeek
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Applied 

 Job Details: About the job

About Rupeek:

Rupeek, established in 2015 and headquartered in Bangalore, stands as India's leading asset-backed digital lending fintech platform. Committed to making credit accessible to Indians in a fair and convenient manner, Rupeek pioneers innovative financial products focused on monetizing India's $2 trillion gold market. Leveraging state-of-the-art technology and an automated asset-light supply chain, Rupeek is transforming the gold loan disbursal landscape across 40+ cities in India. With a customer base exceeding 5,00,000+, the company's strategic partnerships with top banks and financial institutions underscore its commitment to building gold-backed assets through low-risk, low-touch, and friction-free processes. Rupeek's impressive journey is supported by key investors such as Sequoia Capital, Accel Partners, Bertelsmann, and GGV Capital. Join us in redefining the future of finance through innovation, technology, and a commitment to financial incivility.




Job Title: Software Development Engineer - II

Education: B.Tech / Dual Degree with Computer Science as a major discipline, MCA.

Experience: 4.5-7 Years

Location: Bangalore




Must Have: 

 Understanding of algorithms and data structures

 Should have worked with MVC frameworks, web / client-based server architecture, and structured and unstructured databases.

 Ability to translate product spec to engineering actionable

 Ability to navigate and structure code bases

 Rudimentary skills around service hosting and infrastructure. Should understand the end-to-end deployment cycle

 Experience with Java / Spring-boot Or Node.JS is required.




Role: 

A typical SDE2 is expected to take up the following responsibilities:




 Work closely with Team Leads and Product Managers to gather data and estimate project timelines.

 Should be able to understand product specifications and come up with optimal scalable solutions.

 Should be aware of the Agile working model and follow JIRA hygiene

 Complete ownership of features worked upon should be able to perform RCAs and provide quick resolution of relevant issues/production bugs while training Tech Support Engineers to offload recurring chunks of work.

 Should be a full-time mentor for SDE1s and be able to assist all other SDE1s as and when required.

 Be part of the lateral hiring process and allocate fixed bandwidth for interviewing processes.

 Should strive to follow best coding practices throughout designing, development, and testing.

 Should have great communication skills over email and in-person discussions.",9,"Piyush's resume is highly ATS-friendly. It uses clear headings, bullet points, and includes many keywords from the job description such as 'Software Developer', 'Data Engineer', 'Python', 'SQL', 'Cloud Platforms', 'ETL', 'REST APIs', 'CI/CD', 'Big Data', 'Algorithms', 'Data Structures', 'Databricks', 'BigQuery', 'Azure', 'GCP', and 'Docker'. The formatting is clean and easy to parse.","Piyush's profile aligns well with the SDE II role, particularly his experience in data engineering, Python development, and cloud platforms. His work at Walmart on data lakehouses, ETL, and streaming services is highly relevant to a fintech company like Rupeek. The only minor gap is the explicit mention of Java/Spring Boot, which is a 'must-have' in the job description.",8,8
job_12,"Job Summary: SDE-II (Backend)
SDE-II (Backend)
1% Club
Bengaluru, Karnataka, India (On-site)
Viewed
Easy Apply 

 Job Details: About the job

About 1% Club

1% Club is on a mission to make Financial Independence a reality.

In under two years, weve built multiple large, profitable businesses under one brand  from financial education and SEBI-registered investment advisory to insurance and credit card services.

Backed by Nikhil Kamath (Zerodha) and a 10 crore fundraise, we also grew an organic distribution of 80 lakh+ followers among Indias English-speaking middle class.

Now, were using this strong foundation to build a tech-first, AI-driven wealth management platform  solving everything money in one seamless app.

At 1% Club, youll take products from zero to scale, solve deeply technical, user-first problems, and build for millions. If you want to shape the future of how India manages its wealth  this is the place.

What will you do?

Youll be working on the core systems behind a platform that's redefining how millions of Indians manage their money, with real-time applications, AI copilots, and blazing-fast apps.

Youll have end-to-end ownership of features, working directly with the CTO and founding team to take ideas from whiteboard to production.

We care less about what stack youve used and more about how you think. You should be fluid across tech, know the why behind every decision, and treat speed and stability like religion. If you can write clean code, debug production like a ninja, and nerd out on system-level optimization, wed love to have you.

Key Responsibilities


Design, develop, and maintain robust microservices in GoLang, with clean abstractions, high reliability, and readiness for scale. 
Mentor junior engineers, review code, and help maintain a high bar for technical excellence. 
Work closely with Product Managers, Designers & Backend Engineers to deliver seamless user experiences. 
Break down complex user problems into simple, scalable backend solutions. 
Own entire features end to end, taking responsibility for coding, unit testing, bug fixing & documentation. 
Participate in architectural discussions, contribute to the tech roadmap, and drive technical strategy. 


Youll be a great fit if you have


24 years of experience in a Backend SDE role, preferably in a fintech company. 
Strong proficiency in GoLang and experience with other programming languages such as JavaScript, TypeScript. 
Familiarity with DevOps tools and practices such as CI/CD pipelines, familiarity with AWS. 
Ownership and obsession with the product. 
Willingness to learn and adapt to new technologies and tools. 


Bonus points


You can use AI to automate grunt work and 10x your output 
You have a good eye for details 
You think like a product owner, not just an engineer 
You have worked at a FinTech before 


Perks and Benefits


BYOS (Build Your Own Setup): Mac/Windows/Linux, iPad, Monitors - anything you need to work comfortably. 
Work hard, Party harder: Company offsite, team lunch/dinner, game nights, and day outings are a few of the many things youll experience if you work out of the Bengaluru office. 
Highly competitive salary: We offer above-market salary & equity packages. 


Hiring Process

You can check out our hiring process from here.

Apply now to join our team!

Skills: aws,debugging,ci,go (golang),microservices,code,javascript,ci/cd,cd,typescript,system-level optimization,golang",6,"The resume contains many relevant keywords like 'backend', 'microservices', 'CI/CD', 'AWS', 'GCP', 'Python', 'SQL', 'Docker', 'Kafka', 'Airflow', and 'system design'. However, the absence of 'Golang' is a major drawback for ATS parsing, as it's a primary requirement. The formatting is clean and standard, which is ATS-friendly.","Piyush has strong backend development experience, particularly with Python, and has worked with distributed systems and cloud platforms, which are relevant to building a scalable financial platform. However, the job explicitly requires Go (Golang) proficiency, which is not mentioned in Piyush's profile, representing a significant gap.",7,6
job_14,"Job Summary: Backend Software Engineer
Backend Software Engineer with verification
Doxel
Bengaluru, Karnataka, India (Remote)
Actively reviewing applicants
Applied 

 Job Details: About the job

Construction is the 2nd largest industry in the world (4x the size of SaaS!). But unlike software (with observability platforms such as AppDynamics and Datadog), construction teams lack automated feedback loops to help projects stay on schedule and on budget. Without this observability, construction wastes a whopping $3T per year because glitches arent detected fast enough to recover.

Doxel AI exists to bring computer vision to construction, so the industry can deliver what society needs to thrive. From hospitals to data centers, from foreman to VPs of construction, teams use Doxel to make better decisions everyday. In fact, Doxel has contributed to the construction of the facilities that provide many of the products and services you use everyday.

We have classic computer vision, deep learning ML object detection, a low-latency 3D three.js web app, a complex data pipeline powering it all in the background. Were building out new workflows, analytics dashboards, and forecasting engines.

Were at an exciting stage of scale as we build upon our growing market momentum. Our software is trusted by Shell Oil, Genentech, HCA healthcare, Kaiser, Turner, Layton and several others. Join us in bringing AI to construction!

The Role:

As a Backend Engineer, your mission is to architect and build the resilient and scalable systems that power the intelligence behind Doxels AI-driven construction platform. You'll tackle complex infrastructure and data engineering challenges, shaping how terabytes of real-time jobsite data are processed, stored, and served. Your work will enable smarter decision-making for some of the worlds largest construction projects. Youll collaborate closely with our product, frontend, computer vision, and 3D teams to design seamless end-to-end solutionsfrom field data capture to actionable insights. If you love solving real-world problems at scale and thrive in a fast-paced, mission-driven teamthis role is for you.

Who You Are:

Youre a backend engineer with deep curiosity and a strong grasp of building distributed systems. You care about clean, efficient code, resilient infrastructure, and scalable architectures. Youre hungry to solve tough technical problems and improve systems that directly impact the real worldespecially in industries like construction where every decision counts.

Bonus: youve worked on data-heavy platforms or have experience integrating machine learning/computer vision pipelines into production.

What Youll Do:



Design, build, and scale robust backend systems and pipelines for data ingestion, processing, and analytics
Develop high-performance APIs that power real-time 3D visualizations, dashboards, and mobile tools
Build and optimize data pipelines that support models and business logic at scale
Collaborate across CV/ML, frontend, design, and product teams to deliver end-to-end features
Ensure system reliability, observability, monitoring, and graceful degradation for mission-critical tools
Leverage, AI tools, cloud infrastructure, containerization, and CI/CD best practices
perform thoughtful code reviews, and drive backend engineering best practices




What You Bring to Doxel:



4+ years of professional experience as a backend or systems engineer
Strong proficiency in modern backend languages like Python, Go, or Node.js
Have a test driven development approach. You are someone who believes testing is not an afterthoughtit's the foundation. You write tests before code, care deeply about code quality, and value software you can trust
Experience designing and maintaining scalable APIs and microservices
Experience of working with Computer vision algos at scale is a Plus
Proven track record of building and maintaining data pipelines, ideally with real-world complexity
Deep knowledge of distributed systems, asynchronous processing, and message queues 
Experience working with cloud platforms (AWS/GCP/Azure) and containerized environments (Docker, Kubernetes)
Comfortable with CI/CD, monitoring, testing, and automation
Excellent debugging, profiling, and system design skills
Great communicator and collaborator; able to break down complex problems clearly
Bonus: experience working with computer vision models, 3D data, or unstructured media pipelines




Perks & Benefits:



Comprehensive health, dental, and vision insurance for you and your family
Unlimited PTO + flexible work environment
Generous parental leave
Opportunity to work at the cutting edge of AI and real-world impact
A culture that values autonomy, ownership, and meaningful engineering




Doxel is an equal opportunity employer and actively seeks diversity across our team. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",9,"The resume is rich with keywords directly from the job description, such as 'Python', 'distributed systems', 'data pipelines', 'APIs', 'cloud platforms' (Azure, GCP), 'Docker', 'Kubernetes', and 'CI/CD'. The formatting is clean and easy to parse. The experience section clearly outlines responsibilities and technologies used, making it highly ATS-friendly.","Piyush has a strong background in Python development, distributed computing, and data engineering, which aligns well with the backend and data pipeline requirements of this role. His experience with cloud platforms, APIs, and CI/CD is also highly relevant. The only slight mismatch is the lack of direct experience in computer vision or construction, though his data engineering skills are transferable.",8,8
job_17,"Job Summary: Data Engineer
Data Engineer
Xiaomi India
Bengaluru, Karnataka, India (On-site)
3 school alumni work here
3 Indian Institute of Technology (Banaras Hindu University), Varanasi school alumni work here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Description:

As a Data Engineer, you will be responsible for designing, implementing, and maintaining our data infrastructure to support our rapidly growing business needs. 
The ideal candidate will have expertise in Apache Iceberg, Apache Hive, Apache Hadoop, SparkSQL, YARN, HDFS, MySQL, Data Modeling, Data Warehousing, Spark Architecture, and SQL Query Optimization.
 Experience with Apache Flink, PySpark, Automated Data Quality testing & Data Migration is considered a plus. 
Also, it's mandatory to know any one cloud stack (AWS or Azure) for Data Engineering to Create Data Jobs and Workflows and Scheduler it later for Automation




Job Responsibilities & Requirements:

Bachelor's degree in computer science, Information Technology, or a related field. Master's degree preferred.
4-5 years of experience working as a Data Engineer
Mandatory experience in PySpark Development for Big data processing
Strong proficiency in Apache Iceberg, Apache Hive, Apache Hadoop, SparkSQL, YARN, HDFS, Data Modeling, and Data Warehousing.
Core PySpark Development and Optimizing SQL queries and performance tuning to ensure optimal data retrieval and processing.
Experience with Apache Flink, and Automated Data Quality testing is a plus.
It's mandatory to know any one cloud stack (AWS or Azure) for Data Engineering to Create Data Jobs and Workflows and Scheduler later for Automation




Join Xiaomi India Technology and be part of a team that is shaping the future of technology innovation. Apply now and embark on an exciting journey with us!",9,"Piyush's resume is rich with keywords directly matching the job description, such as 'Data Engineer', 'Python', 'PySpark', 'Big Data', 'Cloud Platforms' (Azure, GCP), 'ETL', 'Data Lakehouse', 'Data Pipelines', 'SQL', 'Databricks', and 'BigQuery'. The formatting appears clean and standard, making it easily parsable by an ATS. The experience with PySpark and cloud platforms is a significant plus.","Piyush has a strong background in data engineering with experience in Python, PySpark, cloud platforms (Azure, GCP), ETL, and data pipelines. While the job description specifically mentions Apache Iceberg, Hive, Hadoop, and Flink, which are not explicitly listed in Piyush's profile, his core skills in Big Data, distributed computing, and PySpark make him a highly relevant candidate. The lack of explicit mention of Iceberg/Hive/Hadoop is the primary reason for not a perfect score.",8,8
job_15,"Job Summary: Python Developer
Python Developer with verification
L&T Technology Services
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Senior Engineer

Location: Bangalore, LTTS India




L&T Technology Services is seeking a Senior Engineer (Experience range - 6+ years) of experience, proficient in:




Good Hands-on Python programming
Hands on experience in Python with knowledge of at least one Python framework.
Experience using OOP in Python
Good experience with Unit testing and mocking frameworks like Pytest and TDD is must.
Hands on with REST JSON API development
Database experience in MySQL.
Working experience in Azure IOT & Cloud services
Experience in GIT, Jenkins, or such build automation tools.
Worked with IDE Pycharm.
Good exposure to Agile/Scrum methodology
Experience of working in Agile Development Team
EXPERTISE AND QUALIFICATIONS
Python IOT, Azure







#AzureFunctions, #Azure, #AzureAppService, #AzureStorage, #AzureIOT, #AzureDataFactory

#AzureServices, #Python, #AzureSDK",9,"The user's profile is highly optimized for ATS. Keywords like 'Python', 'Azure', 'REST API', 'Pytest', 'Databricks', 'BigQuery', 'Kafka', 'Airflow', 'Docker', and 'Git' are prominently featured in both the summary and experience sections. The formatting is clean and easy to parse. The experience level and specific technologies mentioned are very relevant to the job description.","Piyush has a strong background in Python development and data engineering, aligning well with the core requirements of a Python Developer role. His experience with cloud platforms like Azure, API development, and testing frameworks like Pytest directly matches key aspects of the job description. While the job mentions 'IoT', Piyush's experience with event-driven systems and cloud services provides a good foundation.",8,8
job_18,"Job Summary: Data Engineer
Data Engineer with verification
BayOne Solutions
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Responsibilities:

Design, build, and maintain data pipelines.
Develop ETL processes for data integration.
Build and optimize data warehouses and lakes.
Ensure data quality and security.
Collaborate with data scientists and analysts.




Requirements:

Bachelor's degree in CS or related field.
Experience/Knowledge on ML is required.
Experience with SQL, Python, and big data technologies.
Proficiency in cloud platforms (AWS, GCP, Azure).
Strong problem-solving and communication skills.",9,"The user's resume is highly ATS-friendly. It uses clear headings, bullet points, and prominently features keywords like 'Data Engineer', 'Python', 'SQL', 'Big Data', 'ETL', 'Cloud Platforms' (GCP, Azure), 'Databricks', 'BigQuery', and 'Kafka', which are all present in the job description. The formatting is clean and easy to parse.","Piyush's profile aligns very well with the Data Engineer role. His experience in designing ETL frameworks, working with Big Data technologies (PySpark, Kafka, Databricks, BigQuery), and proficiency in cloud platforms (Azure, GCP) directly match the job requirements. The mention of ML experience in the job description is also covered by his project.",9,9
job_19,"Job Summary: Back End Developer
Back End Developer with verification
IDFC FIRST Bank
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Applied 

 Job Details: About the job

Role/Job Title:  Back End Developer

Function/ Department: Information Technology




Job Purpose:

As a Backend Developer, you will play a crucial role in designing, developing, and maintaining complex backend systems. You will work closely with cross-functional teams to deliver high-quality software solutions and drive the technical direction of our projects. Your experience and expertise will be vital in ensuring the performance, scalability, and reliability of our applications.




Key Responsibilities:

Design and Develop: Architect, design, and implement high-performance Java-based backend services and applications.
Code Quality: Write clean, efficient, and well-documented code following industry best practices and coding standards.
Technical Leadership: Provide technical guidance and mentorship to junior developers, promoting best practices and fostering a collaborative environment.
Collaboration: Work closely with frontend developers, product managers, and other stakeholders to understand requirements and deliver robust solutions.
Performance Optimization: Identify and resolve performance bottlenecks and scalability issues.
Testing: Implement comprehensive testing strategies, including unit tests, integration tests, and end-to-end tests.
Continuous Improvement: Stay current with the latest industry trends, technologies, and best practices in Java/Golang development, and continuously improve our development processes.




Technical Skills

3+ Years of professional experience in Java/Golang backend development.
Expert proficiency in Java/Golang and related frameworks (e.g., Spring, Spring Boot).
Extensive experience with RESTful API design and development.
Strong knowledge of database technologies, including SQL, MySQL, PostgreSQL, or NoSQL databases.
Deep understanding of object-oriented programming principles and design patterns.
Experience with version control systems (e.g., Git).
Familiarity with microservices architecture and cloud platforms (e.g., AWS, Azure, Google Cloud).
Experience with GraphQL
Experience with CI/CD pipelines and tools (e.g., Jenkins, Docker)
Experience with Jaeger for monitoring and tracing.
Proficiency in unit testing frameworks
Experience with containerization and orchestration tools (e.g., Kubernetes)
Familiarity with agile development methodologies.
Knowledge of security best practices and secure coding principles.




Soft Skills

Excellent problem-solving and analytical skills.
Strong communication and collaboration abilities.
Leadership skills with the ability to mentor and guide junior team members.
Ability to work independently and manage multiple tasks effectively.




Education Qualification:

Graduation: Bachelor of Science (B.Sc) / Bachelor of Technology (B.Tech) / Bachelor of Computer Applications (BCA)
Post-Graduation: Master of Science (M.Sc) /Master of Technology (M.Tech) / Master of Computer Applications (MCA).",5,"The ATS would likely flag a low match due to the absence of core keywords like 'Java', 'Golang', 'Spring', and 'Spring Boot'. While 'backend developer', 'RESTful API', 'SQL', 'PostgreSQL', 'Docker', 'Kubernetes', 'Azure', 'GCP', and 'CI/CD' are present, the lack of primary language proficiency is a major detractor.","While Piyush has strong backend development experience, the job specifically requires Java/Golang expertise, which is not present in his profile. His Python and data engineering skills are valuable, but the core technology mismatch significantly lowers the relevance.",4,4
job_20,"Job Summary: Software Engineer II (C, Java, ETL)
Software Engineer II (C, Java, ETL) with verification
Precisely
India (Remote)
1 connection works here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Precisely is the leader in data integrity. We empower businesses to make more confident decisions based on trusted data through a unique combination of software, data enrichment products and strategic services. What does this mean to you? For starters, it means joining a company focused on delivering outstanding innovation and support that helps customers increase revenue, lower costs and reduce risk. In fact, Precisely powers better decisions for more than 12,000 global organizations, including 93 of the Fortune 100. Precisely's 2500 employees are unified by four company core values that are central to who we are and how we operate: Openness, Determination, Individuality, and Collaboration. We are committed to career development for our employees and offer opportunities for growth, learning and building community. With a ""work from anywhere"" culture, we celebrate diversity in a distributed environment with a presence in 30 countries as well as 20 offices in over 5 continents. Learn more about why it's an exciting time to join Precisely!

Overview

As a Software Engineer, you will be part of the team that designs and develops ETL applications on the Data Integration Team. You will be deeply involved in the development and unit testing of Connect ETL. You will collaborate with architects, UX experts, product managers and other software developers for developing solutions. Strong problem-solving skills, communication, and the ability to develop creative solutions are a must.

What You Will Do


Develop and test new features or product changes. 
Work in a collaborative team environment following Agile development methodologies.
Address and resolve issues quickly and effectively to ensure customer satisfaction.
Investigate, analyze, debug and solve complex problems.
Replicate customer issues in house and work closely with QA and Support teams to resolve problems when required.
Debug issues and implement resolutions in multiple product areas across a variety of environments.
Implement product functionality to meet customer requirements.
Adequately document and describe product changes or features.
Continuously learn new technology, tools, systems, and sharing knowledge within the team.


What We Are Looking For


Bachelors or Masters degree in Computer Science or equivalent work experience.
+2 years of developing Enterprise software.
Strong object-oriented design and programming experience (C, Java).
Good knowledge of CI/CD processes and knowledge of JIRA, Jenkins, GIT and Artifactory.
Knowledge of Git, Gradle and Maven.
Experience working with ETL/ELT products.
Experience with big data  Hadoop/Cloudera.
Experience with SQL databases (at least one of Oracle, DB2, SQL Server).


The personal data that you provide as a part of this job application will be handled in accordance with relevant laws. For more information about how Precisely handles the personal data of job applicants, please see the Precisely Global Applicant and Candidate Privacy Notice.

",7,"Piyush's resume is well-structured and uses relevant keywords like 'Data Engineer', 'ETL', 'Python', 'Big Data', 'Cloud Platforms', 'CI/CD', 'Kafka', 'Airflow', and 'BigQuery'. The ATS will likely pick up on these. However, the absence of explicit 'C' and 'Java' keywords will be a drawback, potentially lowering the score for this specific role.","Piyush has strong experience in data engineering and Python development, which aligns well with ETL and data integration. However, the job explicitly requires C and Java, which are not prominently featured in Piyush's profile. While his Big Data and cloud skills are relevant, the core language requirement is a significant gap.",6,6
job_16,"Job Summary: Sr Backend Developer (Python)
Sr Backend Developer (Python)
Zetexa Global
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Zetexa:

Zetexa Global Private Limited is a fast-growing startup led by visionary leaders from IIT and IIM. We are transforming Travel Tech, Consumer IoT, and M2M applications, focusing on B2B and B2C domains. Join our team to innovate and redefine digital experiences in a global marketplace.




Role Overview:

We are looking for a Senior Backend Developer (Python) who will play a key role in building scalable, high-performance backend systems. The ideal candidate should have expertise in Python, Django, and cloud platforms (AWS, Azure, GCP) with strong experience in distributed systems, microservices, Docker, Kubernetes, and automation testing.




Key Responsibilities:

Develop and maintain critical backend modules with well-exposed interfaces.
Ensure seamless integration of distributed systems and microservices.
Implement best practices in multi-threading, thread synchronization, and message bus systems.
Write clean, scalable, and bug-free code in Python and Django.
Design and execute unit tests, integration tests, and automation tests for regression testing.
Set up and manage CI/CD pipelines using GitLab or Jenkins for continuous integration and deployment.
Deploy, manage, and scale applications using Docker and Kubernetes.
Ensure high availability, resiliency, and geographic redundancy in system architecture.
Collaborate with cross-functional teams to enhance system performance and security.




Must-Have Skills:

Programming Languages: Python
Web Frameworks: Django, OpenAPI/Swagger
Databases: PostgreSQL, MySQL
Cloud Platforms: AWS, Azure, GCP
Hands-on experience with distributed systems and microservices
Strong knowledge of multi-threading, message buses, and thread synchronization
Experience in test automation, including unit and integration testing
Proficiency in CI/CD pipelines setup and management
Containerization & Orchestration: Docker, Kubernetes




Note: Only relevant skills and experienced canididates are encouraged to apply.


",9,"The user's resume is likely to score very well with an ATS due to strong keyword density. 'Python', 'Django', 'Cloud Platforms' (Azure, GCP), 'Docker', 'Kubernetes', 'CI/CD', 'microservices', and 'distributed systems' are all present and prominently featured. The formatting is clean and standard, making it easy for an ATS to parse.","Piyush's profile is highly relevant to this Senior Backend Developer role. His extensive experience with Python, Django, and cloud platforms (Azure, GCP) directly aligns with the 'must-have' skills. His work on scalable data platforms, event-driven systems, and CI/CD pipelines demonstrates the required backend development expertise.",9,9
job_13,"Job Summary: Software Engineer ( Data Platform )
Software Engineer ( Data Platform )
Sundial
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Sundial

Sundial is a top VC-backed early-stage startup headquartered at San Francisco Bay Area, US with a second office in Bengaluru, India. We have raised $23M to build the analytics platform for the AI era. Our founders are industry veterans Chandra Narayanan, previously Chief Data Scientist at Sequoia Capital, and Julie Zhuo, previously VP, Design and Research at Facebook, author of a bestselling management book. We are a small team of top talent, high caliber Engineers, Data Scientists, Designers and PM (currently 49 in India, 5 in US) and rapidly growing.




We are on a mission to help builders make meaningful use of data to fulfill their vision. Sundial automatically diagnoses a product's data to explain the ""what"" and the ""why"" to enable faster and better decision making.




Now Pull up a chair! We're excited to tell you more about our vision for Sundial! By now, you've probably visited our website and maybe our LinkedIn page and browsed around the profiles of our team members. If you haven't yet, please take a moment to do so. We'll wait 




Okay, now you know at a high level that we are focused on data storytelling. The data space has over $100B in market opportunity ahead of it, and modern Business Intelligence tools are growing at over 15% year over year.We've seen this evolution firsthand. Our co-founders Chandra Narayanan and Julie Zhuo cut their teeth scaling Facebook from a few million college students to billions of people.




To make the best decisions possible, companies are investing more and more into understanding their data. And yet, demand far outpaces supply for Data Scientists and Data Platform Engineers who can construct useful narratives out of the growing firehose of raw data, tables and charts. Currently most data-centric organizations have a large Data Platform and Data Science team that builds Big Data Platforms, Insights Data stores to bring data into dashboards and manually generates reports to communicate the product story broadly. But a large part of this process can be easily productised.




At Sundial, we're building a Sundials Insights Data Platform. This platform converts raw data in large Data Warehouses into a universe of deep product insights that product teamsincluding PMs, data scientists, executives and engineersconsume easily. This involves Highly Scalable, Robust Distributed Data Platform which can consistently, repeatably run complex Data Science and Transformation algorithms at Cloud Scale.




We envision a future where every organization becomes a data-informed organization through our work of:

Productising the diagnostic analysis of yesterday so teams can focus on the strategic bets for tomorrow.
Making data understanding easy and accessible to everyone, not just data scientists.
Surfacing opportunities of improvement in growth across segments

We believe better usage of data leads to better products, and better products lead to better experiences for people.




Responsibilities:

Sundials Big Data Ingestion and Processing System and Sundials Datalakehouse which stores the Metric, Entity and Event Stores.
You will work on Big Data technologies like Spark, Athena, Delta Lake, Cloud Data Warehouses etc.
Building out Sundials Petabyte Scale Data Processing systems, No-Code / Low-Code Transformation systems etc.
Building the Analytics-as-a-Platform engine that runs novel algorithms and frameworks through transforming clients data to Sundial Data Models.
Building out Sundials SaaS Data Platform in Public Cloud.
Work with customers and data scientists to understand the data gaps and expand the Analytics Model
Designing and building systems and features from scratch at rapid pace and high quality.




Requirements:

Strong Software Engineering fundamentals, Computer Science fundamentals, coding and design capabilities. Minimum 3-5 years of experience working in Data Platform.
Experience building Data Platforms, Data Engineering and Distributed Systems / Products for Analytics and Data-Science products.
Familiarity with big data processing engines like Spark, Athena, and popular Cloud Datawarehouses and Datalakes.
Familiarity with building backend systems and services for SaaS products in the Cloud using Cloud services. We use EMR, EKS, RDS, Opensearch, etc.
Experience working with various languages like Python, Golang, Pyspark, SQL etc.
A Bachelors or Masters in Computer Science or work experience in related field.
Have prior experience working in a fast pace start up environment.




You will probably like working with us if:

You like the ownership, camaraderie and chaos of a start-up environment - Start-ups are not right for everyone. Things move quickly and change frequently. Start-ups haven't ""made it"" yet. We have to convince customers we are valuable enough to them. We must be scrappy and flexible. Everyone will wear lots of hats. But: if you have future aspirations of being an entrepreneur or leader, you'll find few better learning grounds. You'll learn by doing. You'll be given a ton of trust and responsibility. You'll see very transparently how we operate and make decisions. Your work will absolutely matter to the success of our company.
You value learning and have a growth mindset - Sundial is founded on the idea that slope is far more important than intercept. We are a learning environment, and all of us have something to teach and learn from each other. We invest heavily in learning sessions, sharing insights, and reflecting on our growth.
You're interested in understanding how companies grow, and how data plays a role - Unlocking the secrets of data is our bread and butter. How do successful companies grow? How do different types of businesses create value for users in an economically scalable way? If you find this area to be as fascinating as we do, that's awesome, because you're going to become an expert in this domain. :)




Benefits: 

 Competitive salary & options packageA rewarding compensation structure that includes competitive pay and equity, ensuring your contributions are valued.

 Global culture  Collaborate with diverse teams across San Francisco and Bangalore, gaining exposure to international perspectives.

 Unlimited vacation daysA trust-based policy encouraging you to recharge and return at your best.

 Food in the Office  Enjoy daily lunch at the office, with the freedom to choose what you want to eat.




Interested? Wed love to hear from youapply now!





",9,"The resume is likely to perform very well with an ATS. It uses many of the keywords present in the job description, such as 'Data Engineer', 'Python', 'Big Data', 'Cloud Platforms', 'ETL', 'Spark', 'Databricks', 'BigQuery', 'Kafka', 'Airflow', and 'GCP'. The formatting is clean and easy to parse, with clear sections for skills and experience.","Piyush's profile aligns very well with this role. His experience as a Software Engineer and Data Engineer, with a strong focus on Python, Big Data, cloud platforms (Azure, GCP), ETL, and distributed systems, directly matches the job requirements. His work at Walmart on data lakehouse platforms and event-driven services is highly relevant.",9,9
