job_key,job_description,ats_score,ats_score_explanation,error,relevance_explanation,relevance_score,selection_chance
job_14,"Job Summary: Backend Software Engineer
Backend Software Engineer with verification
Doxel
Bengaluru, Karnataka, India (Remote)
Actively reviewing applicants
Applied 

 Job Details: About the job

Construction is the 2nd largest industry in the world (4x the size of SaaS!). But unlike software (with observability platforms such as AppDynamics and Datadog), construction teams lack automated feedback loops to help projects stay on schedule and on budget. Without this observability, construction wastes a whopping $3T per year because glitches arent detected fast enough to recover.

Doxel AI exists to bring computer vision to construction, so the industry can deliver what society needs to thrive. From hospitals to data centers, from foreman to VPs of construction, teams use Doxel to make better decisions everyday. In fact, Doxel has contributed to the construction of the facilities that provide many of the products and services you use everyday.

We have classic computer vision, deep learning ML object detection, a low-latency 3D three.js web app, a complex data pipeline powering it all in the background. Were building out new workflows, analytics dashboards, and forecasting engines.

Were at an exciting stage of scale as we build upon our growing market momentum. Our software is trusted by Shell Oil, Genentech, HCA healthcare, Kaiser, Turner, Layton and several others. Join us in bringing AI to construction!

The Role:

As a Backend Engineer, your mission is to architect and build the resilient and scalable systems that power the intelligence behind Doxels AI-driven construction platform. You'll tackle complex infrastructure and data engineering challenges, shaping how terabytes of real-time jobsite data are processed, stored, and served. Your work will enable smarter decision-making for some of the worlds largest construction projects. Youll collaborate closely with our product, frontend, computer vision, and 3D teams to design seamless end-to-end solutionsfrom field data capture to actionable insights. If you love solving real-world problems at scale and thrive in a fast-paced, mission-driven teamthis role is for you.

Who You Are:

Youre a backend engineer with deep curiosity and a strong grasp of building distributed systems. You care about clean, efficient code, resilient infrastructure, and scalable architectures. Youre hungry to solve tough technical problems and improve systems that directly impact the real worldespecially in industries like construction where every decision counts.

Bonus: youve worked on data-heavy platforms or have experience integrating machine learning/computer vision pipelines into production.

What Youll Do:



Design, build, and scale robust backend systems and pipelines for data ingestion, processing, and analytics
Develop high-performance APIs that power real-time 3D visualizations, dashboards, and mobile tools
Build and optimize data pipelines that support models and business logic at scale
Collaborate across CV/ML, frontend, design, and product teams to deliver end-to-end features
Ensure system reliability, observability, monitoring, and graceful degradation for mission-critical tools
Leverage, AI tools, cloud infrastructure, containerization, and CI/CD best practices
perform thoughtful code reviews, and drive backend engineering best practices




What You Bring to Doxel:



4+ years of professional experience as a backend or systems engineer
Strong proficiency in modern backend languages like Python, Go, or Node.js
Have a test driven development approach. You are someone who believes testing is not an afterthoughtit's the foundation. You write tests before code, care deeply about code quality, and value software you can trust
Experience designing and maintaining scalable APIs and microservices
Experience of working with Computer vision algos at scale is a Plus
Proven track record of building and maintaining data pipelines, ideally with real-world complexity
Deep knowledge of distributed systems, asynchronous processing, and message queues 
Experience working with cloud platforms (AWS/GCP/Azure) and containerized environments (Docker, Kubernetes)
Comfortable with CI/CD, monitoring, testing, and automation
Excellent debugging, profiling, and system design skills
Great communicator and collaborator; able to break down complex problems clearly
Bonus: experience working with computer vision models, 3D data, or unstructured media pipelines




Perks & Benefits:



Comprehensive health, dental, and vision insurance for you and your family
Unlimited PTO + flexible work environment
Generous parental leave
Opportunity to work at the cutting edge of AI and real-world impact
A culture that values autonomy, ownership, and meaningful engineering




Doxel is an equal opportunity employer and actively seeks diversity across our team. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",9,"Piyush's resume would perform exceptionally well under an ATS. It's well-formatted with clear sections and bullet points, making it easily parsable. There's a high density of direct keyword matches for critical skills like 'Python', 'scalable systems', 'data pipelines', 'APIs', 'distributed systems', 'Kafka', 'GCP', 'Azure', 'Docker', 'Kubernetes', 'CI/CD', and 'testing'. The inclusion of quantifiable achievements further strengthens its ATS performance, ensuring it passes initial automated screening with flying colors despite being slightly under the 4+ years experience mark.",,"Piyush's profile is an excellent match for this Backend Software Engineer role, particularly due to his extensive experience in designing and building scalable data platforms, ETL frameworks, and distributed systems at Walmart Global Tech. His proficiency in Python, cloud platforms (GCP, Azure), containerization, and CI/CD directly aligns with the job's core requirements. While he lacks explicit production experience with computer vision/3D data (a bonus), his foundational ML project and strong backend/data engineering skills make him a highly relevant candidate.",9,9
job_15,"Job Summary: Python Developer
Python Developer with verification
L&T Technology Services
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Senior Engineer

Location: Bangalore, LTTS India




L&T Technology Services is seeking a Senior Engineer (Experience range - 6+ years) of experience, proficient in:




Good Hands-on Python programming
Hands on experience in Python with knowledge of at least one Python framework.
Experience using OOP in Python
Good experience with Unit testing and mocking frameworks like Pytest and TDD is must.
Hands on with REST JSON API development
Database experience in MySQL.
Working experience in Azure IOT & Cloud services
Experience in GIT, Jenkins, or such build automation tools.
Worked with IDE Pycharm.
Good exposure to Agile/Scrum methodology
Experience of working in Agile Development Team
EXPERTISE AND QUALIFICATIONS
Python IOT, Azure







#AzureFunctions, #Azure, #AzureAppService, #AzureStorage, #AzureIOT, #AzureDataFactory

#AzureServices, #Python, #AzureSDK",6,"The profile performs well on core technical keywords like Python, Flask/Django, Pytest, REST APIs, and Azure, which are explicitly mentioned. The formatting is clean and standard, making it easily parsable. However, the ATS might flag the lack of explicit mentions for 'TDD', 'MySQL', 'Jenkins', 'PyCharm', 'Agile/Scrum', and specifically 'Azure IoT', and critically, the significant discrepancy in years of experience (3.5 vs 6+ years required) could lead to an automated disqualification or a lower ranking.",,"Piyush's technical skills in Python, Flask, Pytest, REST APIs, and general Azure cloud experience are a strong match for the job's core requirements. However, the most significant mismatch is the experience level; the job asks for 6+ years, while Piyush has approximately 3.5 years of full-time experience, making him significantly underqualified for a 'Senior Engineer' role based on the stated years.",5,5
job_16,"Job Summary: Sr Backend Developer (Python)
Sr Backend Developer (Python)
Zetexa Global
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Zetexa:

Zetexa Global Private Limited is a fast-growing startup led by visionary leaders from IIT and IIM. We are transforming Travel Tech, Consumer IoT, and M2M applications, focusing on B2B and B2C domains. Join our team to innovate and redefine digital experiences in a global marketplace.




Role Overview:

We are looking for a Senior Backend Developer (Python) who will play a key role in building scalable, high-performance backend systems. The ideal candidate should have expertise in Python, Django, and cloud platforms (AWS, Azure, GCP) with strong experience in distributed systems, microservices, Docker, Kubernetes, and automation testing.




Key Responsibilities:

Develop and maintain critical backend modules with well-exposed interfaces.
Ensure seamless integration of distributed systems and microservices.
Implement best practices in multi-threading, thread synchronization, and message bus systems.
Write clean, scalable, and bug-free code in Python and Django.
Design and execute unit tests, integration tests, and automation tests for regression testing.
Set up and manage CI/CD pipelines using GitLab or Jenkins for continuous integration and deployment.
Deploy, manage, and scale applications using Docker and Kubernetes.
Ensure high availability, resiliency, and geographic redundancy in system architecture.
Collaborate with cross-functional teams to enhance system performance and security.




Must-Have Skills:

Programming Languages: Python
Web Frameworks: Django, OpenAPI/Swagger
Databases: PostgreSQL, MySQL
Cloud Platforms: AWS, Azure, GCP
Hands-on experience with distributed systems and microservices
Strong knowledge of multi-threading, message buses, and thread synchronization
Experience in test automation, including unit and integration testing
Proficiency in CI/CD pipelines setup and management
Containerization & Orchestration: Docker, Kubernetes




Note: Only relevant skills and experienced canididates are encouraged to apply.


",9,"The profile is exceptionally well-structured and keyword-rich, ensuring high visibility for an ATS. It hits most 'must-have' keywords like Python, distributed systems, microservices, Docker, Kubernetes, CI/CD, Azure, GCP, and PostgreSQL multiple times. Although specific mentions of Django in recent work, AWS, MySQL, or OpenAPI/Swagger are less prominent or absent, the sheer volume and relevance of other matching keywords, combined with excellent formatting, would allow it to pass with flying colors.",,"Piyush's profile is a strong match for a Senior Backend Developer role, especially given his extensive experience with Python, distributed systems, cloud platforms (Azure, GCP), Docker, Kubernetes, and CI/CD at a major tech company. While his recent work has a data engineering focus, the underlying backend and platform skills are highly transferable and align well with the job's core requirements. The primary gap is the explicit 'must-have' Django experience, as his profile highlights Flask more prominently for web services, which might be a minor detractor.",8,8
job_18,"Job Summary: Data Engineer
Data Engineer with verification
BayOne Solutions
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Responsibilities:

Design, build, and maintain data pipelines.
Develop ETL processes for data integration.
Build and optimize data warehouses and lakes.
Ensure data quality and security.
Collaborate with data scientists and analysts.




Requirements:

Bachelor's degree in CS or related field.
Experience/Knowledge on ML is required.
Experience with SQL, Python, and big data technologies.
Proficiency in cloud platforms (AWS, GCP, Azure).
Strong problem-solving and communication skills.",10,"The profile is exceptionally well-structured for an ATS, featuring a high density of relevant keywords such as 'Data Engineer,' 'ETL,' 'data pipelines,' 'Big Data,' 'Python,' 'SQL,' 'GCP,' and 'Azure.' The clear sectioning, bullet points, and explicit listing of technologies under each experience make it highly parsable and ensure strong keyword matching. Quantifiable achievements further enhance its ATS performance.",,"This job is an exceptional fit for Piyush's profile. His extensive experience in designing ETL frameworks, building data lakehouses, and working with big data technologies and cloud platforms (GCP, Azure) at a large organization like Walmart directly aligns with the job's core responsibilities and requirements. The only minor gap is professional ML experience, but his project demonstrates relevant knowledge.",10,10
job_17,"Job Summary: Data Engineer
Data Engineer
Xiaomi India
Bengaluru, Karnataka, India (On-site)
3 school alumni work here
3 Indian Institute of Technology (Banaras Hindu University), Varanasi school alumni work here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Description:

As a Data Engineer, you will be responsible for designing, implementing, and maintaining our data infrastructure to support our rapidly growing business needs. 
The ideal candidate will have expertise in Apache Iceberg, Apache Hive, Apache Hadoop, SparkSQL, YARN, HDFS, MySQL, Data Modeling, Data Warehousing, Spark Architecture, and SQL Query Optimization.
 Experience with Apache Flink, PySpark, Automated Data Quality testing & Data Migration is considered a plus. 
Also, it's mandatory to know any one cloud stack (AWS or Azure) for Data Engineering to Create Data Jobs and Workflows and Scheduler it later for Automation




Job Responsibilities & Requirements:

Bachelor's degree in computer science, Information Technology, or a related field. Master's degree preferred.
4-5 years of experience working as a Data Engineer
Mandatory experience in PySpark Development for Big data processing
Strong proficiency in Apache Iceberg, Apache Hive, Apache Hadoop, SparkSQL, YARN, HDFS, Data Modeling, and Data Warehousing.
Core PySpark Development and Optimizing SQL queries and performance tuning to ensure optimal data retrieval and processing.
Experience with Apache Flink, and Automated Data Quality testing is a plus.
It's mandatory to know any one cloud stack (AWS or Azure) for Data Engineering to Create Data Jobs and Workflows and Scheduler later for Automation




Join Xiaomi India Technology and be part of a team that is shaping the future of technology innovation. Apply now and embark on an exciting journey with us!",6,"The profile includes many essential keywords like PySpark, Python, SQL, Azure, Big Data, Data Modeling, and Data Warehousing, which an ATS would pick up positively. However, the ATS would likely flag the considerable experience gap (2.5 years vs. 4-5 required). Furthermore, the absence of direct keyword matches for specific mandatory technologies like Apache Iceberg, Hive, Hadoop, YARN, and HDFS would reduce the keyword match score, potentially leading to a lower ranking.",,"The user's profile aligns well with the Data Engineer role, possessing strong PySpark, Python, SQL, cloud (Azure), ETL, and big data processing skills. However, the most significant mismatch is the user's ~2.5 years of experience against the job's mandatory 4-5 years. Additionally, specific mentions of Apache Iceberg, Hive, Hadoop, YARN, and HDFS, which are listed as strong proficiencies, are absent from the profile.",6,6
job_19,"Job Summary: Back End Developer
Back End Developer with verification
IDFC FIRST Bank
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Applied 

 Job Details: About the job

Role/Job Title:  Back End Developer

Function/ Department: Information Technology




Job Purpose:

As a Backend Developer, you will play a crucial role in designing, developing, and maintaining complex backend systems. You will work closely with cross-functional teams to deliver high-quality software solutions and drive the technical direction of our projects. Your experience and expertise will be vital in ensuring the performance, scalability, and reliability of our applications.




Key Responsibilities:

Design and Develop: Architect, design, and implement high-performance Java-based backend services and applications.
Code Quality: Write clean, efficient, and well-documented code following industry best practices and coding standards.
Technical Leadership: Provide technical guidance and mentorship to junior developers, promoting best practices and fostering a collaborative environment.
Collaboration: Work closely with frontend developers, product managers, and other stakeholders to understand requirements and deliver robust solutions.
Performance Optimization: Identify and resolve performance bottlenecks and scalability issues.
Testing: Implement comprehensive testing strategies, including unit tests, integration tests, and end-to-end tests.
Continuous Improvement: Stay current with the latest industry trends, technologies, and best practices in Java/Golang development, and continuously improve our development processes.




Technical Skills

3+ Years of professional experience in Java/Golang backend development.
Expert proficiency in Java/Golang and related frameworks (e.g., Spring, Spring Boot).
Extensive experience with RESTful API design and development.
Strong knowledge of database technologies, including SQL, MySQL, PostgreSQL, or NoSQL databases.
Deep understanding of object-oriented programming principles and design patterns.
Experience with version control systems (e.g., Git).
Familiarity with microservices architecture and cloud platforms (e.g., AWS, Azure, Google Cloud).
Experience with GraphQL
Experience with CI/CD pipelines and tools (e.g., Jenkins, Docker)
Experience with Jaeger for monitoring and tracing.
Proficiency in unit testing frameworks
Experience with containerization and orchestration tools (e.g., Kubernetes)
Familiarity with agile development methodologies.
Knowledge of security best practices and secure coding principles.




Soft Skills

Excellent problem-solving and analytical skills.
Strong communication and collaboration abilities.
Leadership skills with the ability to mentor and guide junior team members.
Ability to work independently and manage multiple tasks effectively.




Education Qualification:

Graduation: Bachelor of Science (B.Sc) / Bachelor of Technology (B.Tech) / Bachelor of Computer Applications (BCA)
Post-Graduation: Master of Science (M.Sc) /Master of Technology (M.Tech) / Master of Computer Applications (MCA).",3,"The ATS would perform poorly due to the critical absence of primary keywords such as 'Java', 'Golang', 'Spring', and 'Spring Boot', which are explicitly stated as essential requirements. Although the resume is well-formatted and includes many secondary matches like 'REST APIs', 'SQL', 'Docker', 'Kubernetes', 'Azure', and 'CI/CD', the lack of the core language match would likely lead to a low ranking or automatic disqualification by a strict ATS.",,"The job explicitly requires 3+ years of professional experience in Java/Golang backend development with expert proficiency in related frameworks like Spring/Spring Boot. Piyush's profile is almost entirely Python-centric, lacking any mention of Java or Golang. While he possesses strong general backend, cloud, and distributed systems experience, the fundamental mismatch in the core programming language makes this a very poor fit.",2,2
job_23,"Job Summary: Software Engineer E4 (Backend)
Software Engineer E4 (Backend) with verification
Whatfix
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Applied 

 Job Details: About the job

Who are we ?

Founded in 2014 by Khadim Batti and Vara Kumar, Whatfix is a leading global B2B SaaS provider and the largest pure-play enterprise digital adoption platform (DAP). Whatfix empowers companies to maximize the ROI of their digital investments across the application lifecycle, from ideation to training to the deployment of software. Driving user productivity, ensuring process compliance, and improving user experience of internal and customer-facing applications.

Spearheading the category with serial innovation and unmatched customer-centricity, Whatfix is the only DAP innovating beyond the category, positioning itself as a comprehensive suite for GenAI-powered digital adoption, analytics, and application simulation. Whatfix product suite consists of 3 products - DAP, Product Analytics, and Mirror. This product suite helps businesses accelerate ROI on digital investments by streamlining application deployment across its lifecycle.

Whatfix has seven offices across the US, India, UK, Germany, Singapore, and Australia and a presence across 40+ countries.

Customers: 700+ enterprise customers, including over 80 Fortune 500 companies such as Shell, Microsoft, Schneider Electric, and UPS Supply Chain Solutions. 

Investors: Raised a total of ~$270 million. Most recently Series E round of $125 Million led by Warburg Pincus with participation from existing investor SoftBank Vision Fund 2. Other investors include Cisco Investments, Eight Roads Ventures (A division of Fidelity Investments), Dragoneer Investments, Peak XV Partners, and Stellaris Venture Partners.




With over 45% YoY sustainable annual recurring revenue (ARR) growth, Whatfix is among the Top 50 Indian Software Companies as per G2 Best Software Awards. 
Recognized as a Leader in the digital adoption platforms (DAP) category for the past 4+ years by leading analyst firms like Gartner, Forrester, IDC, and Everest Group.
The only vendor recognized as a Customers Choice in the 2024 Gartner Voice of the Customer for Digital Adoption Platforms has once again earned the Customers Choice distinction in 2025. We also boast a star rating of 4.6 on G2 Crowd, 4.5 on Gartner Peer Insights, and a high CSAT of 99.8%
Highest-Ranking DAP on 2023 Deloitte Technology Fast 500 North America for Fourth Consecutive Year
Won the Silver for Stevie's Employer of the Year 2023  Computer Software category and also recognized as Great Place to Work 2022-2023 
Only DAP to be among the top 35% companies worldwide in sustainability excellence with EcoVadis Bronze Medal
On the G2 peer review platform, Whatfix has received 77 Leader badges across all market segments, including Small, Medium, and Enterprise, in 2024, among numerous other industry recognitions.

Roles and Responsibilities

Design, develop, test, ship, and maintain backend features independently, adhering to high engineering standards.
Break down features into executable tasks, ensuring timely delivery within sprint cycles 
Write clear, concise, and well-tested code using Java and Spring Boot, aligned with platform capabilities.
Ensure end-to-end ownership of features, including design documentation, testing, deployment, monitoring, and post-release improvements.
Monitor production behavior of owned features and proactively address issues with appropriate automation and runbooks.
Participate in and conduct code reviews that are constructive, standards-compliant, and improve team code quality.
Collaborate closely with customer-facing teams to debug production issues and improve overall system stability.
Align with other teams on design and integration points when touching external codebases.
Leverage generative AI tools to improve productivity and accelerate development tasks.
Actively contribute to sprint demos and team discussions, sharing progress and insights.

Requirements:

47 years of professional backend development experience, ideally in product-based internet companies or startups.
Strong hands-on experience with Java, Spring Boot, and web services.
Proven expertise with relational and/or NoSQL databases such as SQL, MongoDB, or Cassandra.
Experience designing and developing scalable, distributed, and high-availability systems.
Solid understanding of backend design principles and ability to apply them effectively.
Strong debugging, problem-solving, and code optimization skills with a focus on performance.
Familiarity with CI/CD, monitoring, and alerting practices for production systems.
Exposure to or active use of generative AI tools for coding tasks.
Fast learner with a self-starter attitude, and a strong focus on code quality and customer impact.
Excellent written and verbal communication skills, with the ability to collaborate effectively in a team environment.

Note: 

We strive to live and breathe our Cultural Principles and encourage employees to demonstrate some of these core values - Customer First; Empathy; Transparency; Fail Fast and scale Fast; No Hierarchies for Communication; Deep Dive and innovate; Trust, Do it as you own it; 
We are an equal opportunity employer and value diverse people because of and not in spite of the differences. We do not discriminate on the basis of race, religion, color, national origin, ethnicity, gender, sexual orientation, age, marital status, veteran status, or disability status",2,"The ATS would likely score this profile very low due to the complete lack of critical keywords such as 'Java' and 'Spring Boot', which are primary requirements. While some general terms like 'scalable systems' and 'CI/CD' match, the absence of the core programming language and framework, combined with the significant discrepancy in years of experience, would cause the ATS to flag this profile as a poor fit.",,"The job description explicitly requires strong hands-on experience with Java and Spring Boot for backend development, which is entirely absent from the user's Python-focused profile. Additionally, the role asks for 4-7 years of experience, while the user has approximately 2.5 years of full-time experience. Despite transferable skills in distributed systems and general backend principles, the core technology stack and experience level are significant mismatches.",3,2
job_21,"Job Summary: Software Development Engineer- 2 (B2B SaaS)
Software Development Engineer- 2 (B2B SaaS)
Wisemonk
Bengaluru, Karnataka, India (On-site)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Software Engineer  Systems & Infra

Location: In Office - Bangalore

Experience: 23 years

Type: Full-time




About Wisemonk

Wisemonk is building the most trusted infrastructure to hire, pay, and support remote talent in India. We enable global companies to onboard top Indian professionals without setting up local entities or dealing with compliance chaos.

Were a tight, high-caliber team from leading global enterprises and startups. With strong early traction, were scaling rapidly and building a product-led, operationally excellent company.

This is a chance to work at the intersection of global employment, fintech, and automation  with real ownership and real impact.




What You'll Do

-Build foundational systems that power cross-border payments, contract workflows, and tax automation

-Write high-performance, low-latency code that handles compliance-critical operations

-Optimize systems for reliability, observability, and scale across regions and entities

-Collaborate closely with founders, product managers, and ops to ship impactful features fast

-Own your code end-to-end  from architecture to deployment to monitoring

-Contribute to technical architecture decisions and lay the groundwork for scale




You Should Apply If You Have

-23 years of experience building backend systems or infrastructure tooling

-Design reliable, performance-sensitive systems using low-level tools while also owning automation workflows with no-code platforms.

-Strong debugging and systems design skills; you know your way around memory and logs

-Prior experience in a Series A start-up or early-stage company  you're comfortable with ambiguity and velocity

-Exposure to fintech or compliance-heavy systems (bonus: worked on payroll, tax, or payment rails)




Why Join Wisemonk?

-Build at the intersection of fintech, compliance, and global employment

-High ownership, zero bureaucracy  ship fast, learn fast

-Work with founders and a team that cares deeply about product and craft",9,"The resume is exceptionally well-formatted with clear headings and bullet points, making it highly parsable by an ATS. It contains a high density of relevant keywords directly matching the job description's technical requirements (e.g., 'systems design,' 'observability,' 'reliability,' 'backend systems,' 'Python,' 'Kafka,' 'Azure,' 'GCP'). The explicit mention of 'fintech' experience and quantifiable achievements further strengthens its ATS compatibility, ensuring a high match score.",,"The user's 2.5 years of experience in backend systems, distributed computing, and fintech aligns perfectly with the job's 2-3 years requirement and domain focus. Their proven ability to design scalable systems, handle high-volume data, and implement observability tools directly matches the core responsibilities of building foundational, high-performance infrastructure. The only minor deviation is the preference for startup experience, but the user's responsibilities indicate high ownership.",9,9
job_24,"Job Summary: Data Engineer
Data Engineer
Akkodis
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Proven knowledge of coding in Python
Advanced knowledge of regression & linear optimization (Python based, relevant libraries: pandas, numpy, scikit-learn, or-tools)
3+years of working experience in data analytics with proven project/solution track record 
Experience as Operations Research analyst or similar: worked with optimisation models (e.g. Integer and Linear Programming) in the past 
Skills in data analysis & visualization (Python based, relevant libraries: pandas, numpy, plotly)",4,"The ATS would successfully match general keywords like 'Python', 'Pandas', 'Data Engineer', and 'Data Analytics'. However, it would critically miss on the highly specific and weighted keywords related to optimization and operations research, such as 'regression', 'linear optimization', 'scikit-learn', 'or-tools', 'operations research analyst', and 'optimisation models'. The absence of these crucial terms would significantly lower the ATS match score, likely causing the profile to be filtered out or ranked poorly despite excellent formatting and general technical prowess.",,"While Piyush is a highly skilled Software Developer and Data Engineer with strong Python and Big Data experience, this specific job description heavily emphasizes Operations Research, mathematical optimization (regression, linear optimization, integer/linear programming), and related libraries (scikit-learn, or-tools). Piyush's profile shows no explicit experience or keywords in these specialized areas, which are core requirements for this role. The general 'data engineer' title is misleading given the specific OR focus.",3,3
job_22,"Job Summary: Data Engineer
Data Engineer with verification
EXL
India (Remote)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Role:

Please find below the requirements -




Our expertise in transformation, data science, and change management helps make your business more efficient and effective, improve customer relationships and enhance revenue growth. Instead of focusing on multi-year, resource- and time-intensive platform designs or migrations, we look deeper at your entire value chain to integrate strategies with impact.




Key Delivery: To build out a centralized data mart for Very Media Group for accessing data for insight and data modelling.




Skillsets Required :




SQL and Query Optimization

Python (Assuming that the data mart would eventually be managed within Data Science and not Data Engineering)

SAS (Desirable - A lot of the CRM processes are in SAS, but assuming we wouldn't build the process in SAS so not essential)

AWS experience

Data Management and Analytical skills

Expertise in ETL Development and Data Integration

Collaboration and Communication







Mandate Experience 

RDS

DynamoDB

Redshift

Athena

QuickSight

Sagemaker",5,"The resume would perform moderately well for general data engineering terms like 'data engineer', 'Python', 'SQL', 'ETL development', 'data integration', 'data management', and 'collaboration'. However, the complete absence of 'AWS experience' and all the 'mandated experience' AWS services (RDS, DynamoDB, Redshift, Athena, Quicksight, Sagemaker) would heavily penalize the ATS score. While other keywords match, the lack of these critical, explicitly mandated keywords would likely result in a low match percentage and potential filtering by the ATS.",,"Piyush possesses strong core data engineering skills, including Python, SQL, ETL development, and experience with large-scale data platforms, which align well with the job's functional requirements. However, the job explicitly mandates AWS experience and specific AWS services (RDS, Redshift, Athena, etc.), none of which are present in Piyush's profile. This critical mismatch in the required cloud platform significantly reduces the overall relevance.",4,4
job_20,"Job Summary: Software Engineer II (C, Java, ETL)
Software Engineer II (C, Java, ETL) with verification
Precisely
India (Remote)
1 connection works here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Precisely is the leader in data integrity. We empower businesses to make more confident decisions based on trusted data through a unique combination of software, data enrichment products and strategic services. What does this mean to you? For starters, it means joining a company focused on delivering outstanding innovation and support that helps customers increase revenue, lower costs and reduce risk. In fact, Precisely powers better decisions for more than 12,000 global organizations, including 93 of the Fortune 100. Precisely's 2500 employees are unified by four company core values that are central to who we are and how we operate: Openness, Determination, Individuality, and Collaboration. We are committed to career development for our employees and offer opportunities for growth, learning and building community. With a ""work from anywhere"" culture, we celebrate diversity in a distributed environment with a presence in 30 countries as well as 20 offices in over 5 continents. Learn more about why it's an exciting time to join Precisely!

Overview

As a Software Engineer, you will be part of the team that designs and develops ETL applications on the Data Integration Team. You will be deeply involved in the development and unit testing of Connect ETL. You will collaborate with architects, UX experts, product managers and other software developers for developing solutions. Strong problem-solving skills, communication, and the ability to develop creative solutions are a must.

What You Will Do


Develop and test new features or product changes. 
Work in a collaborative team environment following Agile development methodologies.
Address and resolve issues quickly and effectively to ensure customer satisfaction.
Investigate, analyze, debug and solve complex problems.
Replicate customer issues in house and work closely with QA and Support teams to resolve problems when required.
Debug issues and implement resolutions in multiple product areas across a variety of environments.
Implement product functionality to meet customer requirements.
Adequately document and describe product changes or features.
Continuously learn new technology, tools, systems, and sharing knowledge within the team.


What We Are Looking For


Bachelors or Masters degree in Computer Science or equivalent work experience.
+2 years of developing Enterprise software.
Strong object-oriented design and programming experience (C, Java).
Good knowledge of CI/CD processes and knowledge of JIRA, Jenkins, GIT and Artifactory.
Knowledge of Git, Gradle and Maven.
Experience working with ETL/ELT products.
Experience with big data  Hadoop/Cloudera.
Experience with SQL databases (at least one of Oracle, DB2, SQL Server).


The personal data that you provide as a part of this job application will be handled in accordance with relevant laws. For more information about how Precisely handles the personal data of job applicants, please see the Precisely Global Applicant and Candidate Privacy Notice.

",5,"The profile contains many relevant keywords for ETL, Big Data, and SQL, and is well-formatted for ATS readability. However, the critical absence of 'Java' as a listed skill or experience, along with specific CI/CD tools (Jenkins, Maven, Gradle) and Big Data platforms (Hadoop, Cloudera) explicitly mentioned in the job description, will likely lower the ATS match score significantly due to these key omissions.",,"The job's core domain (ETL, data integration, big data, SQL) aligns exceptionally well with the user's extensive experience at Walmart Global Tech, demonstrating a strong functional match. However, the explicit and strong requirement for C and Java as primary development languages is a significant mismatch, as the user's profile is heavily Python-centric, making it a moderate fit overall.",6,5
job_25,"Job Summary: Python Developer
Python Developer with verification
HCLTech
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title - Ansible with Python developer.

Location - Bangalore.

Experience - 4+ yrs.

Notice Period - Immediate to 10 days.




Mandatory Skills:

Python 
Ansible
Networking




Roles and Responsibilities:

Design and implement network automation solutions using Python and Ansible.
Collaborate with cross-functional teams to identify automation opportunities within network operations.
Develop scalable scripts and tools to automate routine network tasks and configurations.
Monitor and optimize network performance and automation processes to ensure high availability.
Troubleshoot and resolve network automation issues promptly.
Document automation processes and provide training to relevant stakeholders.
Stay updated with emerging trends and technologies in network automation.




Skill Requirements:

Bachelor's degree in Computer Science, Information Technology, or a related field.
Proficiency in Python programming and scripting.
Extensive experience with Ansible for network automation.
Strong understanding of network protocols and configurations.
Experience with network automation tools and frameworks.
Excellent problem-solving skills and attention to detail.
Ability to work collaboratively in a fast-paced environment.",3,"The resume is well-formatted and easily parsable by an ATS, and it strongly matches keywords like 'Python', 'Developer', 'Automation', and the required experience level. However, the critical mandatory keywords 'Ansible' and 'networking' are entirely absent from the profile. An ATS would heavily penalize this lack of direct keyword matches for core requirements, likely filtering the resume out early in the screening process.",,"While the user is a highly skilled Python developer with extensive experience in automation, system design, and cloud platforms, the job specifically requires a strong background in network automation and extensive experience with Ansible. The user's profile lacks direct mention of Ansible and deep networking expertise, which are core mandatory skills for this role, making the direct relevance moderate at best.",4,3
